tournament,source,team,team_slug,player_id,squad_number,position,first_name,last_name,full_name,shirt_name,birth_date,club,height_cm,head_coach,is_final_26,is_official_fifa,observation_only,betting_recommendation,affects_v4
FIFA World Cup 2026,FIFA official final 26 squad docx,Croatia,croatia,wc2026_croatia_01_livakovic_dominik,1,GK,Dominik,LIVAKOVIĆ,LIVAKOVIC Dominik,LIVAKOVIĆ,1995-01-09,GNK Dinamo Zagreb (CRO),188,DALIC Zlatko,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Croatia,croatia,wc2026_croatia_02_stanisic_josip,2,DF,Josip,STANIŠIĆ,STANISIC Josip,STANIŠIĆ,2000-04-02,FC Bayern München (GER),186,DALIC Zlatko,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Croatia,croatia,wc2026_croatia_03_pongracic_marin,3,DF,Marin,PONGRAČIĆ,PONGRACIC Marin,PONGRAČIĆ,1997-09-11,ACF Fiorentina (ITA),193,DALIC Zlatko,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Croatia,croatia,wc2026_croatia_04_gvardiol_josko,4,DF,Joško,GVARDIOL,GVARDIOL Josko,GVARDIOL,2002-01-23,Manchester City FC (ENG),185,DALIC Zlatko,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Croatia,croatia,wc2026_croatia_05_caleta_car_duje,5,DF,Duje,ĆALETA-CAR,CALETA-CAR Duje,ĆALETA-CAR,1996-09-17,Real Sociedad (ESP),193,DALIC Zlatko,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Croatia,croatia,wc2026_croatia_06_sutalo_josip,6,DF,Josip,ŠUTALO,SUTALO Josip,ŠUTALO,2000-02-28,AFC Ajax (NED),185,DALIC Zlatko,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Croatia,croatia,wc2026_croatia_07_moro_nikola,7,MF,Nikola,MORO,MORO Nikola,MORO,1998-03-12,Bologna FC (ITA),183,DALIC Zlatko,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Croatia,croatia,wc2026_croatia_08_kovacic_mateo,8,MF,Mateo,KOVAČIĆ,KOVACIC Mateo,KOVAČIĆ,1994-05-06,Manchester City FC (ENG),178,DALIC Zlatko,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Croatia,croatia,wc2026_croatia_09_kramaric_andrej,9,FW,Andrej,KRAMARIĆ,KRAMARIC Andrej,KRAMARIĆ,1991-06-19,TSG Hoffenheim (GER),177,DALIC Zlatko,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Croatia,croatia,wc2026_croatia_10_modric_luka,10,MF,Luka,MODRIĆ,MODRIC Luka,MODRIĆ,1985-09-09,AC Milan (ITA),172,DALIC Zlatko,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Croatia,croatia,wc2026_croatia_11_budimir_ante,11,FW,Ante,BUDIMIR,BUDIMIR Ante,BUDIMIR,1991-07-22,CA Osasuna (ESP),190,DALIC Zlatko,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Croatia,croatia,wc2026_croatia_12_pandur_ivor,12,GK,Ivor,PANDUR,PANDUR Ivor,PANDUR,2000-03-25,Hull City FC (ENG),187,DALIC Zlatko,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Croatia,croatia,wc2026_croatia_13_vlasic_nikola,13,MF,Nikola,VLAŠIĆ,VLASIC Nikola,VLAŠIĆ,1997-10-04,Torino FC (ITA),179,DALIC Zlatko,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Croatia,croatia,wc2026_croatia_14_perisic_ivan,14,FW,Ivan,PERIŠIĆ,PERISIC Ivan,PERIŠIĆ,1989-02-02,PSV Eindhoven (NED),186,DALIC Zlatko,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Croatia,croatia,wc2026_croatia_15_pasalic_mario,15,MF,Mario,PAŠALIĆ,PASALIC Mario,PAŠALIĆ,1995-02-09,Atalanta Bergamo (ITA),188,DALIC Zlatko,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Croatia,croatia,wc2026_croatia_16_baturina_martin,16,MF,Martin,BATURINA,BATURINA Martin,BATURINA,2003-02-16,Como (ITA),172,DALIC Zlatko,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Croatia,croatia,wc2026_croatia_17_sucic_petar,17,MF,Petar,SUČIĆ,SUCIC Petar,P. SUČIĆ,2003-10-25,FC Internazionale Milano (ITA),183,DALIC Zlatko,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Croatia,croatia,wc2026_croatia_18_jakic_kristijan,18,DF,Kristijan,JAKIĆ,JAKIC Kristijan,JAKIĆ,1997-05-14,FC Augsburg (GER),181,DALIC Zlatko,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Croatia,croatia,wc2026_croatia_19_fruk_toni,19,MF,Toni,FRUK,FRUK Toni,FRUK,2001-03-09,HNK Rijeka (CRO),177,DALIC Zlatko,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Croatia,croatia,wc2026_croatia_20_matanovic_igor,20,FW,Igor,MATANOVIĆ,MATANOVIC Igor,MATANOVIĆ,2003-03-31,SC Freiburg (GER),194,DALIC Zlatko,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Croatia,croatia,wc2026_croatia_21_sucic_luka,21,MF,Luka,SUČIĆ,SUCIC Luka,SUČIĆ,2002-09-08,Real Sociedad (ESP),185,DALIC Zlatko,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Croatia,croatia,wc2026_croatia_22_vuskovic_luka,22,DF,Luka,VUŠKOVIĆ,VUSKOVIC Luka,VUŠKOVIĆ,2007-02-24,Hamburger SV (GER),193,DALIC Zlatko,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Croatia,croatia,wc2026_croatia_23_kotarski_dominik,23,GK,Dominik,KOTARSKI,KOTARSKI Dominik,KOTARSKI,2000-02-10,FC København (DEN),190,DALIC Zlatko,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Croatia,croatia,wc2026_croatia_24_pasalic_marco,24,FW,Marco,PAŠALIĆ,PASALIC Marco,M. PAŠALIĆ,2000-09-14,Orlando City SC (USA),177,DALIC Zlatko,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Croatia,croatia,wc2026_croatia_25_erlic_martin,25,DF,Martin,ERLIĆ,ERLIC Martin,ERLIĆ,1998-01-24,FC Midtjylland (DEN),192,DALIC Zlatko,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Croatia,croatia,wc2026_croatia_26_musa_petar,26,FW,Petar,MUSA,MUSA Petar,MUSA,1998-03-04,FC Dallas (USA),190,DALIC Zlatko,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Curaçao,curacao,wc2026_curacao_01_room_eloy,1,GK,Eloy Victor,ROOM,ROOM Eloy,ROOM,1989-02-06,Miami FC (USA),190,ADVOCAAT Dick,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Curaçao,curacao,wc2026_curacao_02_sambo_shurandy,2,DF,Shurandy Ruggerio,SAMBO,SAMBO Shurandy,SAMBO,2001-08-19,Sparta Rotterdam (NED),174,ADVOCAAT Dick,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Curaçao,curacao,wc2026_curacao_03_gaari_jurien,3,DF,Juriën Godfried Juan,GAARI,GAARI Jurien,GAARI,1993-12-23,Abha Club (KSA),183,ADVOCAAT Dick,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Curaçao,curacao,wc2026_curacao_04_van_eijma_roshon,4,DF,Roshon Felix Romar Jordan,VAN EIJMA,VAN EIJMA Roshon,VAN EIJMA,1998-06-09,RKC Waalwijk (NED),186,ADVOCAAT Dick,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Curaçao,curacao,wc2026_curacao_05_floranus_sherel,5,DF,Sherel Constancio,FLORANUS,FLORANUS Sherel,FLORANUS,1998-08-23,PEC Zwolle (NED),181,ADVOCAAT Dick,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Curaçao,curacao,wc2026_curacao_06_roemeratoe_godfried,6,MF,Godfried,ROEMERATOE,ROEMERATOE Godfried,ROEMERATOE,1999-08-19,RKC Waalwijk (NED),178,ADVOCAAT Dick,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Curaçao,curacao,wc2026_curacao_07_bacuna_juninho,7,MF,Juninho Gracielo,BACUNA,BACUNA Juninho,J. BACUNA,1997-08-07,FC Volendam (NED),178,ADVOCAAT Dick,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Curaçao,curacao,wc2026_curacao_08_comenencia_livano,8,MF,Livano Shyron Liomar,COMENENCIA,COMENENCIA Livano,COMENENCIA,2004-02-03,FC Zürich (SUI),185,ADVOCAAT Dick,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Curaçao,curacao,wc2026_curacao_09_locadia_juergen,9,FW,Jürgen Leonardo,LOCADIA,LOCADIA Juergen,LOCADIA,1993-11-07,Miami FC (USA),193,ADVOCAAT Dick,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Curaçao,curacao,wc2026_curacao_10_bacuna_leandro,10,MF,Leandro Jones Johan,BACUNA,BACUNA Leandro,L. BACUNA,1991-08-21,Iğdır FK (TUR),180,ADVOCAAT Dick,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Curaçao,curacao,wc2026_curacao_11_antonisse_jeremy,11,FW,Jeremy Cornelis Jacobus,ANTONISSE,ANTONISSE Jeremy,ANTONISSE,2002-03-29,AE Ki sia FC (GRE),164,ADVOCAAT Dick,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Curaçao,curacao,wc2026_curacao_12_hansen_sontje,12,FW,Misjonne Juniffer Naigelino,HANSEN,HANSEN Sontje,HANSEN,2002-05-18,Middlesbrough FC (ENG),176,ADVOCAAT Dick,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Curaçao,curacao,wc2026_curacao_13_noslin_tyrese,13,FW,Tyrese Yurvencey,NOSLIN,NOSLIN Tyrese,NOSLIN,2002-09-11,SC Telstar (NED),182,ADVOCAAT Dick,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Curaçao,curacao,wc2026_curacao_14_gorre_kenji,14,FW,Kenji Joel,GORRE,GORRE Kenji,GORRE,1994-09-29,Maccabi Haifa FC (ISR),174,ADVOCAAT Dick,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Curaçao,curacao,wc2026_curacao_15_martha_arjany,15,MF,Ar'jany Jainel Archenir,MARTHA,MARTHA Arjany,MARTHA,2003-09-04,Rotherham United FC (ENG),180,ADVOCAAT Dick,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Curaçao,curacao,wc2026_curacao_16_margaritha_jearl,16,FW,Jearl Erwin,MARGARITHA,MARGARITHA Jearl,MARGARITHA,2000-04-10,SK Beveren (BEL),181,ADVOCAAT Dick,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Curaçao,curacao,wc2026_curacao_17_kuwas_brandley,17,FW,Brandley Mack-Olien,KUWAS,KUWAS Brandley,KUWAS,1992-09-19,FC Volendam (NED),181,ADVOCAAT Dick,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Curaçao,curacao,wc2026_curacao_18_obispo_armando,18,DF,Armando Maria,OBISPO,OBISPO Armando,OBISPO,1999-03-05,PSV Eindhoven (NED),185,ADVOCAAT Dick,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Curaçao,curacao,wc2026_curacao_19_kastaneer_gervane,19,FW,Gervane Zjandric Adonnis,KASTANEER,KASTANEER Gervane,KASTANEER,1996-06-09,Terengganu FC (MAS),189,ADVOCAAT Dick,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Curaçao,curacao,wc2026_curacao_20_brenet_joshua,20,DF,Joshua Benjamin,BRENET,BRENET Joshua,BRENET,1994-03-20,Kayserispor (TUR),181,ADVOCAAT Dick,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Curaçao,curacao,wc2026_curacao_21_chong_tahith,21,MF,Tahith Jose Girigorio Djorkaef,CHONG,CHONG Tahith,CHONG,1999-12-04,She eld United FC (ENG),185,ADVOCAAT Dick,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Curaçao,curacao,wc2026_curacao_22_felida_kevin,22,MF,Kevin Antonio,FELIDA,FELIDA Kevin,FELIDA,1999-11-11,FC Den Bosch (NED),174,ADVOCAAT Dick,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Curaçao,curacao,wc2026_curacao_23_bazoer_riechedly,23,DF,Riechedly Guillermo,BAZOER,BAZOER Riechedly,BAZOER,1996-10-12,Konyaspor (TUR),184,ADVOCAAT Dick,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Curaçao,curacao,wc2026_curacao_24_fonville_deveron,24,DF,Deveron Lenny,FONVILLE,FONVILLE Deveron,FONVILLE,2003-05-16,NEC Nijmegen (NED),188,ADVOCAAT Dick,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Curaçao,curacao,wc2026_curacao_25_bodak_tyrick,25,GK,Tyrick Jeremy,BODAK,BODAK Tyrick,BODAK,2002-05-15,SC Telstar (NED),190,ADVOCAAT Dick,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Curaçao,curacao,wc2026_curacao_26_doornbusch_trevor,26,GK,Trevor Irving,DOORNBUSCH,DOORNBUSCH Trevor,DOORNBUSCH,1999-07-06,VVV Venlo (NED),188,ADVOCAAT Dick,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Czechia,czechia,wc2026_czechia_01_kovar_matej,1,GK,Matěj,KOVÁŘ,KOVAR Matej,KOVÁŘ,2000-05-17,PSV Eindhoven (NED),196,KOUBEK Miroslav,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Czechia,czechia,wc2026_czechia_02_zima_david,2,DF,David,ZIMA,ZIMA David,ZIMA,2000-11-08,SK Slavia Praha (CZE),190,KOUBEK Miroslav,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Czechia,czechia,wc2026_czechia_03_holes_tomas,3,DF,Tomáš,HOLEŠ,HOLES Tomas,HOLEŠ,1993-03-31,SK Slavia Praha (CZE),180,KOUBEK Miroslav,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Czechia,czechia,wc2026_czechia_04_hranac_robin,4,DF,Robin,HRANÁČ,HRANAC Robin,HRANÁČ,2000-01-29,TSG Hoffenheim (GER),189,KOUBEK Miroslav,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Czechia,czechia,wc2026_czechia_05_coufal_vladimir,5,DF,Vladimír,COUFAL,COUFAL Vladimir,COUFAL,1992-08-22,TSG Hoffenheim (GER),175,KOUBEK Miroslav,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Czechia,czechia,wc2026_czechia_06_chaloupek_stepan,6,DF,Štěpán,CHALOUPEK,CHALOUPEK Stepan,CHALOUPEK,2003-03-08,SK Slavia Praha (CZE),188,KOUBEK Miroslav,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Czechia,czechia,wc2026_czechia_07_krejci_ladislav,7,DF,Ladislav,KREJČÍ,KREJCI Ladislav,KREJČÍ,1999-04-20,Wolverhampton Wanderers FC (ENG),191,KOUBEK Miroslav,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Czechia,czechia,wc2026_czechia_08_darida_vladimir,8,MF,Vladimír,DARIDA,DARIDA Vladimir,DARIDA,1990-08-08,FC Hradec Králové (CZE),172,KOUBEK Miroslav,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Czechia,czechia,wc2026_czechia_09_hlozek_adam,9,FW,Adam,HLOŽEK,HLOZEK Adam,HLOŽEK,2002-07-25,TSG Hoffenheim (GER),188,KOUBEK Miroslav,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Czechia,czechia,wc2026_czechia_10_schick_patrik,10,FW,Patrik,SCHICK,SCHICK Patrik,SCHICK,1996-01-24,Bayer Leverkusen (GER),191,KOUBEK Miroslav,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Czechia,czechia,wc2026_czechia_11_kuchta_jan,11,FW,Jan,KUCHTA,KUCHTA Jan,KUCHTA,1997-01-08,AC Sparta Praha (CZE),185,KOUBEK Miroslav,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Czechia,czechia,wc2026_czechia_12_cerv_lukas,12,MF,Lukáš,ČERV,CERV Lukas,ČERV,2001-04-10,FC Viktoria Plzeň (CZE),182,KOUBEK Miroslav,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Czechia,czechia,wc2026_czechia_13_chytil_mojmir,13,FW,Mojmír,CHYTIL,CHYTIL Mojmir,CHYTIL,1999-04-29,SK Slavia Praha (CZE),187,KOUBEK Miroslav,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Czechia,czechia,wc2026_czechia_14_jurasek_david,14,DF,David,JURÁSEK,JURASEK David,JURÁSEK,2000-08-07,SK Slavia Praha (CZE),183,KOUBEK Miroslav,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Czechia,czechia,wc2026_czechia_15_sulc_pavel,15,FW,Pavel,ŠULC,SULC Pavel,ŠULC,2000-12-29,Olympique Lyonnais (FRA),177,KOUBEK Miroslav,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Czechia,czechia,wc2026_czechia_16_stanek_jindrich,16,GK,Jindřich,STANĚK,STANEK Jindrich,STANĚK,1996-04-27,SK Slavia Praha (CZE),192,KOUBEK Miroslav,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Czechia,czechia,wc2026_czechia_17_provod_lukas,17,MF,Lukáš,PROVOD,PROVOD Lukas,PROVOD,1996-10-23,SK Slavia Praha (CZE),191,KOUBEK Miroslav,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Czechia,czechia,wc2026_czechia_18_sadilek_michal,18,MF,Michal,SADÍLEK,SADILEK Michal,SADÍLEK,1999-05-31,SK Slavia Praha (CZE),169,KOUBEK Miroslav,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Czechia,czechia,wc2026_czechia_19_chory_tomas,19,FW,Tomáš,CHORÝ,CHORY Tomas,CHORÝ,1995-01-26,SK Slavia Praha (CZE),199,KOUBEK Miroslav,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Czechia,czechia,wc2026_czechia_20_zeleny_jaroslav,20,DF,Jaroslav,ZELENÝ,ZELENY Jaroslav,ZELENÝ,1992-08-20,AC Sparta Praha (CZE),190,KOUBEK Miroslav,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Czechia,czechia,wc2026_czechia_21_doudera_david,21,DF,David,DOUDĚRA,DOUDERA David,DOUDĚRA,1998-05-31,SK Slavia Praha (CZE),175,KOUBEK Miroslav,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Czechia,czechia,wc2026_czechia_22_soucek_tomas,22,MF,Tomáš,SOUČEK,SOUCEK Tomas,SOUČEK,1995-02-27,West Ham United FC (ENG),192,KOUBEK Miroslav,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Czechia,czechia,wc2026_czechia_23_hornicek_lukas,23,GK,Lukáš,HORNÍČEK,HORNICEK Lukas,HORNÍČEK,2002-07-13,SC Braga (POR),198,KOUBEK Miroslav,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Czechia,czechia,wc2026_czechia_24_sojka_alexandr,24,MF,Alexandr,SOJKA,SOJKA Alexandr,SOJKA,2003-04-02,FC Viktoria Plzeň (CZE),188,KOUBEK Miroslav,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Czechia,czechia,wc2026_czechia_25_sochurek_hugo,25,MF,Hugo,SOCHŮREK,SOCHUREK Hugo,SOCHŮREK,2008-06-07,AC Sparta Praha (CZE),183,KOUBEK Miroslav,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Czechia,czechia,wc2026_czechia_26_visinsky_denis,26,FW,Denis,VIŠINSKÝ,VISINSKY Denis,VIŠINSKÝ,2003-03-21,FC Viktoria Plzeň (CZE),178,KOUBEK Miroslav,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Ecuador,ecuador,wc2026_ecuador_01_galindez_hernan,1,GK,Hernán Ismael,GALÍNDEZ,GALINDEZ Hernan,GALINDEZ,1987-03-30,CA Huracán (ARG),189,BECCACECE Sebastian,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Ecuador,ecuador,wc2026_ecuador_02_torres_felix,2,DF,Félix Eduardo,TORRES CAICEDO,TORRES Felix,TORRES,1997-01-11,SC Internacional (BRA),187,BECCACECE Sebastian,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Ecuador,ecuador,wc2026_ecuador_03_hincapie_piero,3,DF,Piero Martin,HINCAPIÉ REYNA,HINCAPIE Piero,HINCAPIE,2002-01-09,Arsenal FC (ENG),183,BECCACECE Sebastian,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Ecuador,ecuador,wc2026_ecuador_04_ordonez_joel,4,DF,Joel Leandro,ORDÓÑEZ GUERRERO,ORDONEZ Joel,ORDÓÑEZ,2004-04-21,Club Brugge (BEL),188,BECCACECE Sebastian,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Ecuador,ecuador,wc2026_ecuador_05_alcivar_jordy,5,MF,Jordy Jose,ALCÍVAR MACÍAS,ALCIVAR Jordy,ALCIVAR,1999-08-05,Independiente Del Valle (ECU),168,BECCACECE Sebastian,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Ecuador,ecuador,wc2026_ecuador_06_pacho_willian,6,DF,Willian Joel,PACHO TENORIO,PACHO Willian,PACHO,2001-10-16,Paris Saint-Germain (FRA),188,BECCACECE Sebastian,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Ecuador,ecuador,wc2026_ecuador_07_estupinan_pervis,7,DF,Pervis Josue,ESTUPIÑÁN TENORIO,ESTUPINAN Pervis,ESTUPIÑÁN,1998-01-21,AC Milan (ITA),175,BECCACECE Sebastian,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Ecuador,ecuador,wc2026_ecuador_08_valencia_anthony,8,MF,Anthony Lenin,VALENCIA BAJAÑA,VALENCIA Anthony,A. VALENCIA,2003-07-21,Royal Antwerp FC (BEL),173,BECCACECE Sebastian,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Ecuador,ecuador,wc2026_ecuador_09_yeboah_john,9,FW,John,YEBOAH ZAMORA,YEBOAH John,YEBOAH ZAMORA,2000-06-23,Venezia FC (ITA),170,BECCACECE Sebastian,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Ecuador,ecuador,wc2026_ecuador_10_paez_kendry,10,MF,Ray Kendry,PAEZ ANDRADE,PAEZ Kendry,PAEZ,2007-05-04,CA River Plate (ARG),178,BECCACECE Sebastian,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Ecuador,ecuador,wc2026_ecuador_11_rodriguez_kevin,11,FW,Kevin Jose,RODRÍGUEZ CORTEZ,RODRIGUEZ Kevin,RODRIGUEZ,2000-03-04,Royale Union Saint-Gilloise (BEL),190,BECCACECE Sebastian,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Ecuador,ecuador,wc2026_ecuador_12_ramirez_moises,12,GK,Wellington Moisés,RAMÍREZ PRECIADO,RAMIREZ Moises,RAMÍREZ,2000-09-09,AE Ki sia FC (GRE),185,BECCACECE Sebastian,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Ecuador,ecuador,wc2026_ecuador_13_valencia_enner,13,FW,Enner Remberto,VALENCIA LASTRA,VALENCIA Enner,E. VALENCIA,1989-11-04,CF Pachuca (MEX),177,BECCACECE Sebastian,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Ecuador,ecuador,wc2026_ecuador_14_minda_alan,14,MF,Alan Steve,MINDA GARCIA,MINDA Alan,MINDA,2003-05-14,Atlético Mineiro (BRA),174,BECCACECE Sebastian,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Ecuador,ecuador,wc2026_ecuador_15_vite_pedro,15,MF,Pedro Jeampierre,VITE UCA,VITE Pedro,VITE,2002-03-09,Pumas UNAM (MEX),172,BECCACECE Sebastian,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Ecuador,ecuador,wc2026_ecuador_16_caicedo_jordy,16,FW,Jordy Josue,CAICEDO MEDINA,CAICEDO Jordy,J. CAICEDO,1997-11-18,CA Huracán (ARG),186,BECCACECE Sebastian,True,True,True,False,False
FIFA World Cup 2026,FIFA official final 26 squad docx,Ecuador,ecuador,wc2026_ecuador_17_preciado_angelo,17,DF,Ángelo Smit,PRECIADO QUIÑONEZ,PRECIADO Angelo,PRECIADO,1998-02-18,Atlético Mineiro (BRA),174,BECCACECE Sebastian,True,True,True,False,False
